ciudad,redaccion,fecha,temperatura,texto_madrugada,texto_mañana,texto_tarde,texto_noche,icono_madrugada,icono_mañana,icono_tarde,icono_noche
Archipiélago Juan Fernández,Información redactada el día viernes 23 a las 05:19 hrs.,viernes 23,/20,,Nublado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Nublado con viento entre 40 y 60 km/h,Nublado con viento entre 40 y 60 km/h,,viento2540.png,viento4060.png,viento4060.png
Archipiélago Juan Fernández,Información redactada el día viernes 23 a las 05:19 hrs.,sábado 24,16/20,Nublado y chubascos aislados con viento entre 40 y 60 km/h,Nublado y chubascos aislados con viento entre 40 y 60 km/h,Nublado con viento entre 40 y 60 km/h,Nublado con viento entre 40 y 60 km/h,vientolluvia4060.png,vientolluvia4060.png,viento4060.png,viento4060.png
Archipiélago Juan Fernández,Información redactada el día viernes 23 a las 05:19 hrs.,domingo 25,17/21,Nubosidad parcial con viento entre 40 y 60 km/h,Nublado con viento entre 40 y 60 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Despejado con viento entre 25 y 40 km/h,viento4060.png,viento4060.png,viento4060.png,viento2540.png
Archipiélago Juan Fernández,Información redactada el día viernes 23 a las 05:19 hrs.,lunes 26,18/21,Nubosidad parcial con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Nublado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Nublado con viento entre 25 y 40 km/h,Nublado con viento entre 25 y 40 km/h,viento2540.png,viento2540.png,viento2540.png,viento2540.png
Archipiélago Juan Fernández,Información redactada el día viernes 23 a las 05:19 hrs.,martes 27,17/21,Nublado con viento entre 25 y 40 km/h,Nublado con viento entre 25 y 40 km/h,Nublado con viento entre 25 y 40 km/h,Nublado con viento entre 25 y 40 km/h,viento2540.png,viento2540.png,viento2540.png,viento2540.png
Península Antártica,Información redactada el día viernes 23 a las 05:19 hrs.,viernes 23,/1,,"Nublado, ocasionalmente nubosidad parcial con viento entre 25 y 40 km/h variando a despejado",Despejado con viento entre 25 y 40 km/h,Despejado con viento entre 25 y 40 km/h,,parcial.png,despejado.png,despejadonoche.png
Península Antártica,Información redactada el día viernes 23 a las 05:19 hrs.,sábado 24,-1/2,Nubosidad parcial con viento entre 25 y 40 km/h,Nubosidad parcial con viento entre 25 y 40 km/h variando a nublado y neblina,Nublado y neblina con viento entre 40 y 60 km/h variando a cubierto y chubascos,"Cubierto, lluvia y neblina con viento entre 40 y 60 km/h",parcialaltanoche.png,parcialalta.png,nubladoniebla.png,lluvia.png
Península Antártica,Información redactada el día viernes 23 a las 05:19 hrs.,domingo 25,1/2,"Cubierto, llovizna y neblina con viento entre 40 y 60 km/h","Cubierto, llovizna y neblina con viento entre 40 y 60 km/h","Cubierto, llovizna y neblina con viento entre 40 y 60 km/h","Cubierto, llovizna y neblina con viento entre 40 y 60 km/h",llovizna.png,llovizna.png,llovizna.png,llovizna.png
Península Antártica,Información redactada el día viernes 23 a las 05:19 hrs.,lunes 26,1/2,"Cubierto, chubascos de agua-nieve y neblina con viento entre 40 y 60 km/h","Cubierto, chubascos de agua-nieve y niebla con viento entre 25 y 40 km/h","Cubierto, chubascos de agua-nieve y niebla con viento entre 25 y 40 km/h","Cubierto, chubascos de agua-nieve y niebla con viento entre 40 y 60 km/h",lluvianieve.png,lluvianieve.png,lluvianieve.png,lluvianieve.png
Península Antártica,Información redactada el día viernes 23 a las 05:19 hrs.,martes 27,0/2,"Cubierto, chubascos de agua-nieve y neblina con viento entre 25 y 40 km/h","Cubierto, chubascos de agua-nieve y neblina con viento entre 25 y 40 km/h","Cubierto, chubascos de agua-nieve y neblina","Cubierto, chubascos de agua-nieve y neblina",lluvianieve.png,lluvianieve.png,lluvianieve.png,lluvianieve.png
